character	killed by	death	type
Natsuki Subaru	Elsa Granhiert | Roswaal L. Mathers	Arm sliced off and then stabbed by Elsa Granhiert, hired by Roswaal L. Mathers (undone via Return by Death)	undone
Natsuki Subaru	Elsa Granhiert | Roswaal L. Mathers	Belly sliced open by Elsa Granhiert, hired by Roswaal L. Mathers (undone via Return by Death)	undone
Natsuki Subaru	Great Rabbit | Roswaal L. Mathers	Devoured through the stomach by the Great Rabbit, summoned by Roswaal L. Mathers (undone via Return by Death) (Web Novel only)	undone | non-canon
Natsuki Subaru	Great Rabbit | Roswaal L. Mathers	Eaten alive by the Great Rabbit, summoned by Roswaal L. Mathers (undone via Return by Death)	undone
Natsuki Subaru	Great Rabbit | Roswaal L. Mathers	Fatally wounded by the Great Rabbit, summoned by Roswaal L. Mathers (undone via Return by Death)	undone
Natsuki Subaru	Natsuki Subaru | Echidna | Satella | Emilia	Stabbed himself in the neck with a knife provided by Echidna, to prevent being swallowed by Satella, while possessing Emilia (undone via Return by Death)	undone
Otto Suwen	Garfiel Tinzel	Bisected by Garfiel Tinzel (undone via Return by Death)	undone
Otto Suwen	Otto Suwen	Burned himself in the cathedral to escape being devoured by, or eventually eaten by the Great Rabbit, summoned by Roswaal L. Mathers (undone via Return by Death)	undone
Otto Suwen	Satella | Emilia	Swallowed by Satella's shadows, while possessing Emilia (undone via Return by Death)	undone
Pandora	Emilia	Crushed between two balls of ice by Emilia (undone via her Authority of Vainglory)	undone
Pandora	Emilia	Frozen and smashed into pieces by Emilia (undone via her Authority of Vainglory)	undone
Pandora	Emilia	Impaled with a rain of icicles by Emilia (undone via her Authority of Vainglory)	undone
Pandora	Emilia	Impaled with multiple icicles and frozen by Emilia (undone via her Authority of Vainglory)	undone
Pandora	Emilia	Sliced into pieces by Emilia (undone via her Authority of Vainglory)	undone
Pandora	Emilia	Sliced through from the feet up by Emilia (undone via her Authority of Vainglory)	undone
Pandora	Fortuna	Bisected and head sliced off by Fortuna (undone via her Authority of Vainglory)	undone
Pandora	Fortuna	Head blown off with icicles by Fortuna (undone via her Authority of Vainglory)	undone
Pandora	Fortuna	Impaled to a tree and frozen by Fortuna (undone via her Authority of Vainglory)	undone
Pandora	Fortuna	Skewered with multiple icicles by Fortuna (undone via her Authority of Vainglory)	undone
Pandora	Fortuna	Skewered with six icicles by Fortuna (undone via her Authority of Vainglory)	undone
Pandora	Fortuna	Sliced through diagonally by Fortuna (undone via her Authority of Vainglory)	undone
Pandora	Regulus Corneas	Blown into bits by Regulus Corneas (undone via her Authority of Vainglory)	undone
Patrasche	Garfiel Tinzel	Bisected by Garfiel Tinzel (undone via Return by Death)	undone
Patrasche	Meili Portroute	Mauled by a Guiltylowe controlled by Meili Portroute (undone via Return by Death)	undone
Petra Leyte	Elsa Granhiert | Roswaal L. Mathers	Gutted by Elsa Granhiert, hired by Roswaal L. Mathers (undone via Return by Death) (Web Novel only)	undone | non-canon
Petra Leyte	Elsa Granhiert | Roswaal L. Mathers	Hand sliced and stabbed in the nape with a thrown knife by Elsa Granhiert, hired by Roswaal L. Mathers (undone via Return by Death) (Web Novel only)	undone | non-canon
Petra Leyte	Meili Portroute	Crushed by a Rock Pig controlled by Meili Portroute (undone via Return by Death)	undone
Petra Leyte	Meili Portroute	Murdered by Meili Portroute (undone via Return by Death)	undone
Ram	Roswaal L. Mathers	Impaled by Roswaal L. Mathers with his arm (undone via Return by Death)	undone
Ram	Satella | Emilia	Swallowed by Satella's shadows, while possessing Emilia (undone via Return by Death)	undone
Rem	Elsa Granhiert | Roswaal L. Mathers	Murdered by Elsa Granhiert, hired by Roswaal L. Mathers (undone via Return by Death) (Web Novel only)	undone | non-canon
Rem	Great Rabbit | Roswaal L. Mathers	Devoured by the Great Rabbit, summoned by Roswaal L. Mathers (undone via Return by Death)	undone
Roswaal L. Mathers	Great Rabbit | Roswaal L. Mathers	Let himself be devoured by the Great Rabbit (undone via Return by Death)	undone
Roswaal L. Mathers	Satella | Emilia	Swallowed by Satella's shadows, while possessing Emilia (undone via Return by Death)	undone
Ryuzu Shima	Great Rabbit | Roswaal L. Mathers	Devoured by the Great Rabbit, summoned by Roswaal L. Mathers (undone via Return by Death)	undone
Ryuzu Shima	Satella | Emilia	Swallowed by Satella's shadows, while possessing Emilia (undone via Return by Death)	undone
{20} Ryuzu Meyer Copy	Roswaal L. Mathers	Incinerated by Roswaal L. Mathers (undone via Return by Death) (Web Novel only)	undone | non-canon
{21} Ryuzu Meyer Copy	Ryuzu Meyer Copy | Garfiel Tinzel | Satella | Emilia	Blew themselves up on orders from Garfiel Tinzel after being impaled by Satella, while possessing Emilia (undone via Return by Death) (Web Novel only)	undone | non-canon
{5} Ryuzu Meyer Copy	Great Rabbit | Roswaal L. Mathers	Devoured by the Great Rabbit, summoned by Roswaal L. Mathers (undone via Return by Death) (Web Novel only)	undone | non-canon
{6} Ryuzu Meyer Copy	Ryuzu Meyer Copy | Natsuki Subaru | Great Rabbit | Roswaal L. Mathers	Blew themselves up on orders from Natsuki Subaru after being mauled by the Great Rabbit, summoned by Roswaal L. Mathers (undone via Return by Death) (Web Novel only)	undone | non-canon
